Time,q_day
1,465.8544492228355
2,135.2957925340733
3,412.4703140697891
4,228.01287768901497
5,1212.3268196830727
6,170.91223712353107
7,192.94896539549163
8,762.5684990508178
9,495.53944177446806
10,1743.9887108239643
11,2023.608922500175
12,2076.9905532003813
13,2072.396348363795
14,979.3457349263828
15,383.35580556383184
16,27.97480229583276
17,256.5971575653706
18,803.1871796478773
19,1243.8428672144064
20,1209.514813076188
21,1085.9314643190407
22,719.7526473394314
23,872.5321108949422
24,1900.8097280796324
25,1955.154103316502
26,1590.4977009342367
27,277.42944448158767
28,53.482419822487714
29,167.0521583914266
30,114.62172906790406
31,188.0346691056901
32,234.73467820795773
33,191.65747047356584
34,1233.1529217595123
35,118.51978477251517
36,42.18175937991858
37,100.1540849643814
38,241.17387258727115
39,665.2908692407377
40,653.9228651108316
41,171.03442533101892
42,399.31986995912746
43,323.17272595425266
44,467.044058622942
45,24.19972938957136
46,28.59864586788886
47,641.6985621157712
48,79.43259201469037
49,96.00544325417432
50,44.49578137862513
51,182.5625462913653
52,641.0520048711402
53,1274.3948304175435
54,739.3668283543747
55,99.0257121788084
56,74.17319251138525
57,939.0643186988332
58,1167.8126817716616
59,1307.980437301706
60,206.42802650930733
61,175.4807426121878
62,94.35201114247911
63,93.10645629268912
64,236.8899221792228
65,1870.3075741685868
66,526.2499236841786
67,1357.6931961157504
68,543.8415561815739
69,861.3603876739996
70,280.7211546340777
71,65.49123042264887
72,317.962947637963
73,59.57225504129865
74,890.4251270625635
75,1665.4565416703283
76,65.0302108148208
77,509.245678814724
78,140.23439531618652
79,30.253447285019814
80,77.02610542303438
81,36.12622932373361
82,62.90446307544456
83,147.79823666298546
84,512.0240211971019
85,1427.0571519457476
86,36.13825601066854
87,23.773411561223405
88,43.457647183002486
