Time,q_day
1,1009.5755195806126
2,486.40180317084656
3,682.7401689549354
4,114.44656230817368
5,237.0099288393748
6,402.250478770466
7,1319.524970972264
8,521.0653451816452
9,315.20282524155465
10,326.41744391051554
11,2048.101463093232
12,2384.8031524243474
13,1876.560554278975
14,98.0608921861426
15,246.51464476872675
16,2223.4965982175167
17,198.00418347098932
18,138.81702937576583
19,102.99900018306204
20,585.2120145422236
21,2685.7889368076194
22,140.30026535405062
23,262.6427903533979
24,261.7855070647061
25,110.40571773565986
26,2451.417555697297
27,549.5694195913744
28,1443.8421827362183
29,366.1389958593631
30,1502.633387800221
31,57.81699815532208
32,913.2766233422462
33,605.832874333071
34,57.60859631196138
35,738.1285345780971
36,173.2050170475024
37,210.65429652455225
38,145.65136247402307
39,2319.8424111470035
40,124.5346049120678
41,359.2311871907986
42,64.05827012443866
43,815.9034119587161
44,419.5518611761062
