Time,q_day
1,40.361116679009086
2,160.6446849099871
3,649.4568674621023
4,3086.5754172710986
5,134.27052543688947
6,57.72032012291194
7,663.915357160973
8,1644.886881861625
9,3259.8078212422483
10,482.3219309004845
11,159.24559601168187
12,513.6418306048593
13,468.2780690364894
14,687.4116240745589
15,262.60074242521654
16,147.7964267151772
17,196.93839907281665
18,399.5980401044459
19,994.0841683951896
20,1130.4788106475887
21,81.0218410148391
22,1444.1558944090102
23,1870.2028671288049
24,1692.2774717639018
25,1571.3405255242087
26,483.6278991908678
27,1307.888410305427
28,199.83122512488063
