Time,q_day
1,35.75020386624384
2,122.99213771643264
3,495.003530102225
4,2324.362958060065
5,102.6104888305538
6,43.96201185779693
7,503.3690605115337
8,1259.2268941498662
9,2441.880896222264
10,364.9753440398016
11,120.96925630858422
12,390.1076013165632
13,361.8801318475928
14,521.5402396217909
15,201.6221489074917
16,113.43955175440576
17,151.5753514774032
18,300.5028458227068
19,763.9325175608996
20,858.6599190613671
21,62.15486814355804
22,1094.2149335929469
23,1429.352059771058
24,1301.2850949782733
25,1179.3319367469885
26,370.4593828103578
27,993.6095336640192
28,154.54574848932774
