Time,q_day
1,414.2092577628121
2,149.50694492963922
3,217.0194937047044
4,392.7534906793904
5,752.7516278814531
6,2362.283662680955
7,1848.4257690775248
8,2059.2346011359846
9,944.9496728622424
10,1424.1007679047232
11,1110.537587764856
12,1250.3824430224315
13,2239.4911458530714
14,1701.2231737674017
15,757.1428609438445
16,1168.1699991472158
17,870.0713358239425
18,727.0692521321853
19,596.0379919121663
20,222.77852085642985
21,830.5354964571857
22,1033.5971033549458
23,1218.124809106425
24,1468.0904354844654
25,1754.9850197517708
26,1543.8553850658734
27,1327.64861998809
28,296.2743243452071
29,1505.582382710972
30,1354.599789846332
31,1597.893949756804
32,899.2804599933075
33,1607.978118524281
34,225.2829076941764
35,673.255135468213
36,377.317404541925
37,1268.3708520020875
38,1689.7355748572725
39,1942.78629273416
40,1981.7454572430715
41,1939.549831137561
42,2002.316048515024
43,783.5908755841323
44,414.3413472457656
45,239.45149296542496
46,1771.3773533749636
47,1735.4718242598674
48,1699.4103409350282
49,1990.5723198045607
50,930.5599394039529
51,550.8117099899041
52,769.8168358779019
53,1077.614187475824
54,1221.223647384569
55,1209.1345143847689
56,1677.322242812854
57,1088.404926708538
58,967.1437224120722
59,606.6811288091
60,839.4274766359986
61,242.03205494236929
62,405.698065873608
63,886.2751734820507
64,724.2671764884059
65,1037.927839005986
66,723.3998853967456
67,411.39872525676753
68,270.54975498755067
69,223.6841925245264
70,169.59810304098448
71,316.9482351240414
72,605.6022581642565
73,880.7564234628974
74,1069.0008467356613
75,1065.4471344252097
76,240.2576785806407
