Time,q_day
1,258.511642571181
2,181.6093863360199
3,172.93525464482593
4,885.928476348187
5,694.0078620434334
6,363.57430123176886
7,393.8285847103702
8,1706.92759949601
9,1516.523547226985
10,254.0773813376552
11,867.9386639384335
12,757.9362533960136
13,2104.50633486153
14,1790.7472261166758
15,335.49761450428656
16,678.0547001949267
17,1911.5622038736217
18,1370.152318789951
19,1486.1321721603629
20,450.2433124909982
21,1217.6888588789682
22,586.7269497264995
23,936.8667771135828
24,1363.8246660346683
25,1492.7584080710772
26,1856.2926365501628
27,238.5054329934518
28,524.9440996833629
29,994.7311707422635
30,1346.839855652048
31,2079.77253176266
32,2100.4433488075806
33,1743.1647484129082
34,1967.155956523072
35,957.55388642564
36,642.9140030556224
37,1588.9261380602877
38,1809.762456431144
39,1258.759937292018
40,1213.7256907456856
41,1025.290556375783
42,498.883854542185
43,828.9304144531856
44,309.0286241798569
45,498.0020297777804
46,931.6686560421298
47,1587.894808569275
48,567.1295649827123
49,1119.8562863331665
50,974.0797180711842
51,338.4690625789462
52,527.5186611552118
53,1738.5539843724036
54,1542.022022167028
55,269.97734964023044
56,110.65108524778616
57,296.21014899860376
58,106.1369713174385
59,1130.026444436405
60,939.0562969608088
61,869.5381331238339
62,1212.2081053159343
63,1179.1466813993984
