Time,q_day
1,216.6073223345284
2,150.76526006934364
3,236.09433219225195
4,822.1724391323503
5,521.158105013159
6,285.64622418792527
7,507.9268889860083
8,2051.574136566924
9,1667.932339369527
10,189.56399252408391
11,669.3904381308938
12,765.6490922037806
13,2439.169182075591
14,1630.851129938328
15,376.3924202123472
16,695.5211194262624
17,2299.251917427081
18,1444.1220017855735
19,1640.6810688133128
20,436.9098103980801
21,1190.7648271978865
22,467.9080372313784
23,675.8614343407761
24,1597.2087946965878
25,1898.3496741587176
26,1953.040525005529
27,106.3777598511807
28,546.4408184978289
29,1246.0905402441974
30,1662.683949843838
31,2345.2159783625857
32,2365.8849370286857
33,1900.487580346236
34,2193.4785086538955
35,677.1309824525239
36,551.3942220231702
37,1984.7632017812364
38,2187.691243976902
39,1075.2170242923216
40,988.2812914788292
41,775.8447103185699
42,369.1503555923188
43,559.6047787774543
44,337.1208764194474
45,487.7114645633736
46,1027.3795750618503
47,1753.4034626633995
48,455.83236397200784
49,852.1231039174443
50,669.783952501011
51,286.01816756857085
52,703.650900252092
53,1826.077574495098
54,1454.3722824397112
55,283.92669182768003
56,164.47384529110445
57,349.9110923886176
58,101.05887997903362
59,1113.0672256543385
60,999.329667939372
61,787.3827916506419
62,1204.258246480558
63,788.5322502156475
