Time,q_day
1,1531.7021656299796
2,1674.6350737830749
3,1517.0336643999335
4,1588.2868642826802
5,597.318138064966
6,1266.3788025203723
7,1501.0257653683095
8,1450.7402501201743
9,1526.6763539160472
10,1661.535188071335
11,1598.1467167675382
12,1646.770762614288
13,1573.537439914064
14,1458.3039696808244
15,457.46454610864976
16,697.331325689901
17,780.4973435335535
18,1192.529083181073
19,1527.0854145115757
20,1127.376778141554
21,1556.4517173361974
22,1403.0666736490152
23,1218.9760172783365
24,1159.6459747361505
25,412.7712912510987
26,469.10055214827
27,1573.1022887020924
28,1138.3520980167673
29,783.9093105665037
30,1529.100800415408
31,981.366442635129
32,880.9354038521221
33,1155.6979649448888
34,1372.7461891716805
35,1736.671030638261
36,1064.8734392032454
37,417.829623254752
38,705.2828540218982
39,980.1390400698648
40,1391.829691413883
41,1163.416562740066
42,1035.9184238873
43,939.0033195347444
44,857.9060642706922
45,1003.5606979895364
46,876.1416175030612
47,348.7991814658589
48,664.015496961509
49,484.545005870682
50,468.6651224457305
51,1127.4686189790727
52,996.7865495925683
53,45.47459920690801
54,364.0528632298001
55,1092.5376073323455
56,1143.7347116199674
57,1019.1018771901744
58,147.2143594244464
59,425.3684585083419
60,337.536202742713
61,538.8433484903942
62,1175.2624926614772
63,941.9946239362314
64,973.8420563121892
65,741.911962485966
66,542.0614175784966
67,288.7105379258846
68,965.8399986581634
