Time,q_day
1,308
2,722
3,714
4,564
5,1060
6,708
7,888
8,750
9,656
10,2160
11,2780
12,1270
13,800
14,1270
15,1290
16,1030
17,965
18,660
19,503
20,611
21,875
22,894
23,675
24,927
25,320
26,789
27,1010
28,1080
29,1520
30,614
31,864
32,623
33,690
34,1150
35,1180
36,1030
37,673
38,1360
39,1060
40,478
41,764
42,1290
43,781
44,645
45,1570
46,991
47,664
48,855
49,275
50,824
51,754
52,652
