Time,q_day
1,482.60474349112064
2,1121.4782411868562
3,244.0884923507512
4,1425.362700875154
5,454.32719863184894
6,572.7527232497554
7,1550.877899479551
8,2569.525945545184
9,2417.679354975762
10,435.3309310175052
11,281.9031407468027
12,421.5864112660506
13,1011.6777305538834
14,2604.5529301541023
15,2516.691048675627
16,2576.3079816575246
17,2662.342235063057
18,2632.789667925732
19,81.61787089468518
20,104.0036934969618
21,76.58818627782573
22,1197.4255257587015
23,1861.3878527047584
24,2360.642344450119
25,2506.2057573125003
26,2521.3115465408114
27,1067.5416787243212
28,83.40539515881107
29,635.6648139274491
30,447.1438650828375
31,833.9919283924579
32,688.9255642196617
33,646.6270040528203
34,619.4030576080356
35,1734.9232380306155
36,779.8791701728452
37,1836.8362546079995
38,785.3651832276744
39,1436.068089859839
40,849.9950009310489
41,208.07556209783093
42,105.2003846130326
43,231.66848686884023
44,492.5118677512372
45,1457.8486244079786
46,1073.1099175380875
47,650.4716769037457
48,361.1834616951599
49,2364.7959160634896
50,1338.8214857005528
51,1161.0634595852962
52,106.36030793737211
53,82.54730732160722
54,1519.211614492821
55,417.9654930224444
56,330.4826762487038
57,436.3348614323159
58,589.6577056662255
59,1051.4834690529287
60,295.0766228940571
61,1757.5732402064564
62,1484.0997914928855
63,372.4235456283547
64,586.785394182945
65,1171.6687871494703
66,1518.1592060936473
67,1515.527578562374
68,1652.0295502286094
69,1565.7522568665186
70,634.7470137840127
71,637.9062656490975
72,1174.7239763805424
73,1586.5347899857245
74,1554.302860721458
75,1734.529805223202
76,107.51084585798476
77,1775.8483008057613
78,1568.1762730207297
79,794.6310806183395
80,806.681156205508
81,767.9623293135611
82,1268.6803290367177
83,318.041782106267
84,1587.2071683191689
85,1629.7283801461078
86,1829.870580932675
87,953.1131198807868
88,1286.7944963100836
89,724.0700785726176
90,118.46191699043771
91,361.2379741741128
92,112.70685915641874
93,132.02249118853138
94,507.99231421795525
95,1573.1100107827594
96,1691.9718344287562
97,1593.8664693776316
98,69.78511176922784
99,137.548143122787
