Time,q_day
1,341.21731194485585
2,565.2489188719156
3,792.0120869980778
4,871.9733091512911
5,1328.7456487474851
6,1140.2501108175272
7,652.808881410915
8,737.1525967538115
9,836.1648903348996
10,1746.6120123954952
11,2073.351941126888
12,1379.384073525952
13,947.200115457568
14,1181.893642895748
15,1095.867939986381
16,979.5877372673298
17,1422.1234906786458
18,622.0545453324337
19,396.8085833540232
20,461.8199133718455
21,993.4029477696736
22,1096.5832854965593
23,1144.741076131211
24,455.2066803360455
25,311.46954997949285
26,759.2054974488037
27,557.1995260516082
28,1006.8286712550162
29,966.0815117609388
30,1088.3662361340162
31,992.6981891725916
32,628.8899975132815
33,877.5154078530663
34,1262.4097685275513
35,1424.7710464678585
36,1193.1231182849426
37,846.9576216562602
38,1287.9721999177334
39,883.5996154101388
40,378.6577109626746
41,824.2297102193711
42,1286.9944350255666
43,69.74205920704088
44,453.32836727437655
45,995.3223967413236
46,1365.086482287056
47,869.979195137443
48,1156.5827075428926
49,281.9832360209304
50,963.2818742198268
51,906.6219674068984
52,688.3455519548872
